bad,reason,job,loan,mortdue,value,yoj,derog,delinq,clage,ninq,clno,debtinc
0,DebtCon,Self,23900,90244,120751,3,0,0,194.99,1,26,35.406
0,DebtCon,Other,23900,55284,92305,7,0,0,241.08,1,19,37.48
0,DebtCon,Other,23900,73760.817199559,62276,26,0,0,127.02,0,8,20.408
0,HomeImp,Mgr,23900,140328,183533,8,0,0,322.79,0,17,45.413
0,DebtCon,Mgr,23900,87884,116559,23,.254569687738005,0,314.39,0,42,37.988
0, , ,23900,73760.817199559,151738,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,16.426
0,DebtCon,Other,24000,43427,68308,25,0,0,302.77,2,31,34.872
0,HomeImp,Mgr,24000,96072,122441,10,0,0,127.74,1,24,33.608
0,HomeImp,Self,24000,31243,50602,3,1,.449442379182156,135.2,1.18605504587156,11,25.357
0,DebtCon,ProfEx,24000,144975,180539,6,.254569687738005,.449442379182156,193.12,5,43,39.594
0,HomeImp,Other,24000,43948,86111,24,0,0,258.3,0,7,26.618
1,DebtCon,Self,24000,88783,116967,2,0,0,171.51,5,23,56.962
1,DebtCon,Other,24000,19500,38000,8.9222681359045,0,1,198.9,1.18605504587156,17,33.7799181760068
0,DebtCon,Other,24000,16997,45000,25,0,0,118.67,1,11,33.7799181760068
0,HomeImp,ProfEx,24000,137000,204963,5,0,0,189.7,1,28,33.7799181760068
0,DebtCon,Mgr,24000,114196,150000,4,0,0,289.13,0,25,33.7799181760068
0,DebtCon,Other,24000,59300,88000,16,0,0,97.93,1,17,33.7799181760068
1,DebtCon,Self,24000,35000,101776.04874145,3,1,0,177.5,0,16,33.7799181760068
1,DebtCon,ProfEx,24000,136000,101776.04874145,3,1,6,303.29,1,27,33.7799181760068
1,HomeImp,Other,24000,18655,48800,3,0,0,65.97,3,12,33.7799181760068
0,HomeImp,Self,24000,239568,266430,7,0,0,243.73,3,50,35.872
0,DebtCon,Mgr,24000,111488,163796,15,0,0,185.8,0,25,32.23
0,DebtCon,Other,24000,17575,50375,23,0,0,135.76,0,11,22.981
1,HomeImp,Self,24100,164155,225184,2,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,31.564
0,DebtCon,Other,24100,57041,92081,7,0,0,230.06,0,19,35.897
0,DebtCon,ProfEx,24100,77435,113000,10,0,1,124.77,0,19,33.7799181760068
1,DebtCon,Mgr,24100,30951,58000,11,0,4,36.5,0,12,33.7799181760068
0,DebtCon,ProfEx,24100,184697,238729,2,0,0,317.69,0,26,37.782
0,DebtCon,Other,24100,61811,97086,6,0,0,222.63,1,19,34.683
0,DebtCon,Other,24100,80005,102098,18,1,0,196.25,1,12,39.759
0,DebtCon,Mgr,24100,104442,161366,14,0,0,195.64,0,25,34.541
0,DebtCon,Other,24100,95549,112283,22,0,0,243.35,0,28,39.083
0,DebtCon,Other,24100,57555,90732,8,0,0,236.96,1,19,37.935
0,DebtCon,Other,24100,73760.817199559,49433,8.9222681359045,.254569687738005,.449442379182156,83.1,1.18605504587156,13,26.149
1,DebtCon,Other,24200,10286,101776.04874145,24.5,0,1,216.13,4,32,33.7799181760068
0,DebtCon,Other,24200,45902,70212,25,0,0,303.76,3,32,35.224
0,DebtCon,ProfEx,24200,91491,141827,21,1,0,163.17,0,25,42.061
0,HomeImp,Mgr,24200,92572,121310,9,0,0,117.05,1,24,30.483
0,HomeImp,Self,24200,242111,266670,6,1,0,243,3,51,36.575
0,DebtCon,Other,24200,49798,67458,6,0,0,68.93,2,18,36.464
1,DebtCon,Self,24200,121000,162900,13,1,1,151.93,1,35,33.7799181760068
1, ,ProfEx,24200,37500,101776.04874145,4,0,0,123.8,0,14,33.7799181760068
1,DebtCon,Self,24200,39808,101776.04874145,3,1,0,184.73,0,16,51.63
0,DebtCon,Other,24200,68477,91598,16,0,0,88.67,0,17,32.523
0,DebtCon,Other,24200,22763,47622,23,0,0,126.92,1,10,23.041
0,DebtCon,Other,24200,63229,89394,15,0,0,84.67,0,16,35.605
0,DebtCon,Other,24200,150939,183208,1,0,0,205.78,0,34,39.656
0,DebtCon,Self,24200,90626,116601,2,0,0,226.12,1,27,34.5
0,DebtCon,Mgr,24200,104005,158224,14,0,0,175.62,0,25,33.992
0,DebtCon,ProfEx,24300,142000,175000,6,0,0,323.67,0,35,33.7799181760068
0,DebtCon,ProfEx,24300,70912,98353,9,1,0,126.24,3,26,36.373
0,DebtCon,Other,24300,50826,68199,7,0,0,71.18,1,19,36.496
0,DebtCon,ProfEx,24300,93520,137241,8.9222681359045,0,0,199.76,0,20,27.472
0,DebtCon,Other,24300,41323,73309,27,0,1,298.19,2,32,36.155
0,DebtCon,Mgr,24300,110442,138581,9,2,0,175.15,4,17,40.349
0,HomeImp,Self,24300,236390,262210,6,0,0,243.08,2,50,36.907
0, , ,24300,73760.817199559,144123,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,15.529
0,DebtCon,ProfEx,24300,55579,98320,1,0,0,187.02,0,26,33.473
0,DebtCon,Other,24300,21660,48475,26,0,0,102.78,0,10,23.248
0,DebtCon,Mgr,24300,123686,153184,4,0,0,298.28,0,25,36.337
0,DebtCon,Other,24300,73760.817199559,60628,23,0,0,145.29,0,9,22.985
0,DebtCon,Other,24300,42276,68775,24,0,0,309.68,2,31,32.747
0,DebtCon,Office,24400,110177,145000,5,.254569687738005,.449442379182156,293.24,2,36,33.7799181760068
1,DebtCon,Mgr,24400,119000,144400,33,0,2,229.3,7,36,33.7799181760068
1,HomeImp,Other,24400,88000,119100,12,0,0,84.23,5,19,33.7799181760068
0,HomeImp,Self,24400,237543,261393,3,1,0,254.52,2,50,37.907
1,DebtCon,Other,24400,69873,101484,15,0,6,225.75,0,29,33.7799181760068
0,DebtCon,Other,24400,50317,71327,6,0,0,45.49,1,18,37.014
0,HomeImp, ,24400,87838,104468,6,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,30.28
0,DebtCon,Mgr,24400,119111,154860,3,0,0,296.93,0,25,38.493
0,DebtCon,Other,24400,147073,182069,2,0,0,173.71,0,35,37.812
0,DebtCon,Other,24400,26366,54775,13,0,0,101.64,2,24,29.096
0,DebtCon,Other,24400,73760.817199559,59888,8.9222681359045,0,0,288.23,0,19,38.581
0,HomeImp,Other,24400,73760.817199559,28900,24,0,0,81.17,2,15,33.7799181760068
0,DebtCon,Mgr,24400,109253,158257,17,0,0,193.97,0,25,34.594
0,HomeImp,ProfEx,24400,93411,140031,6,0,0,177.51,0,32,31.027
0,DebtCon,Other,24400,65233,96473,15,0,0,80.1,1,17,35.443
0,DebtCon,ProfEx,24400,91316,147837,23,0,0,170.06,0,24,42.668
0,DebtCon,ProfEx,24400,80065,118423,8,0,1,126.54,0,18,26.274
0,DebtCon,ProfEx,24400,61260,103842,1,0,0,179.54,0,26,33.59
0,HomeImp,ProfEx,24400,217533,289931,6,.254569687738005,3,471.89,1.18605504587156,55,31.338
0,DebtCon,Mgr,24400,112178,159638,17,0,0,197.97,0,26,33.13
0,DebtCon,Self,24400,95843,123377,2,0,0,201.98,1,26,32.903
0,DebtCon,Other,24500,33537,57048,14,0,0,99.38,1,24,28.495
0, , ,24500,73760.817199559,149489,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,15.443
0,DebtCon,Other,24500,21470,52228,25,0,0,124.56,0,11,23.888
0,DebtCon,Other,24500,80072,107559,18,0,0,194.88,0,12,39.21
0,DebtCon,Mgr,24500,118251,158758,2,0,0,282.65,0,24,38.845
0,DebtCon,ProfEx,24500,69615,94656,7,0,1,136.56,3,26,35.565
0,DebtCon,Other,24500,134188,171658,5,1,0,219.17,0,20,34.986
0,DebtCon,ProfEx,24500,67336,96060,8,0,1,142.34,3,25,35.98
0,DebtCon,Other,24500,62490,97467,14,0,0,96.97,1,17,34.976
1,HomeImp,Mgr,24500,95736,134000,1.5,0,1,122.5,2,20,33.7799181760068
0,DebtCon,Office,24500,52000,84915,.4,0,1,93.17,0,23,33.7799181760068
0,HomeImp,ProfEx,24500,216787,281351,5,.254569687738005,4,473.81,1.18605504587156,55,31.201
0,DebtCon,Other,24500,73760.817199559,51623,8.9222681359045,.254569687738005,.449442379182156,91.86,1.18605504587156,12,28.88
0,DebtCon,ProfEx,24500,82756,122917,11,0,1,108.65,0,18,26.127
0,DebtCon,Mgr,24500,123319,159934,2,0,0,300.63,0,25,37.786
0,HomeImp,Other,24500,73760.817199559,35543,21,0,0,83.11,1,15,29.856
0,DebtCon,Mgr,24600,113034,165176,15,0,0,194.84,0,26,32.77
0,DebtCon,ProfEx,24600,83099,113245,9,0,1,122.75,0,19,28.126
0,DebtCon,Other,24600,71862,94704,1,0,0,93.26,2,29,35.291
0,DebtCon,Office,24600,41300,61700,19,0,0,181.63,2,22,33.7799181760068
0,DebtCon,Other,24600,135278,164559,5,1,0,225.37,0,20,34.079
0, , ,24600,73760.817199559,146804,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,17.264
1,DebtCon,ProfEx,24600,75636,112956,1,1,0,318.55,3,42,33.7799181760068
0,HomeImp,ProfEx,24600,221331,289991,5,.254569687738005,4,474.03,1.18605504587156,55,31.463
0,DebtCon,Mgr,24700,55435,89663,7,0,0,252.62,2,26,34.742
0,DebtCon,ProfEx,24700,149235,178454,5,0,0,324.14,0,34,38.71
0,DebtCon,Mgr,24700,111107,163926,15,0,1,170.63,1,26,32.934
0,DebtCon,Other,24700,23231,54024,24,0,0,118.15,0,11,23.265
0,DebtCon,Mgr,24700,109377,133116,10,1,0,184.36,5,17,40.203
1,DebtCon,Other,24700,79347,108238,0,1,0,45.63,6,49,46.996
0,DebtCon,Mgr,24700,53925,83056,4,0,0,251.19,2,25,34.889
0,DebtCon,Other,24700,44306,74197,5,0,0,73.72,1,18,35.442
0,DebtCon,Other,24700,98900,115052,23,0,0,239.43,1,26,41.701
0,DebtCon,Mgr,24700,77022,112172,9,0,1,306.87,2,28,30.12
0,DebtCon,Other,24800,73760.817199559,59934,8.9222681359045,0,1,305.68,0,18,38.03
0,DebtCon,Other,24800,73760.817199559,63753,8.9222681359045,0,0,300.76,0,19,40.134
0,HomeImp,ProfEx,24800,144410,211936,3,0,0,195.07,1,28,38.926
0,DebtCon,Mgr,24800,109084,140355,11,2,0,183.8,5,18,40.605
0,DebtCon,Other,24800,73760.817199559,45167,8.9222681359045,.254569687738005,.449442379182156,84.74,1.18605504587156,12,28.457
0,DebtCon,Self,24800,98139,121696,3,0,0,208.52,1,27,32.644
1,DebtCon,Mgr,24800,132000,165000,19,0,0,187.67,4,35,33.7799181760068
1,DebtCon,Other,24800,37200,67000,10,1,8,242.47,4,23,33.7799181760068
0,DebtCon,Mgr,24800,82670,106563,8,0,0,302.98,2,28,30.956
0,DebtCon,Other,24800,43287,72898,8,0,0,87.01,1,18,34.031
1,HomeImp,Mgr,24800,76220,102087,6,0,1,126.64,0,32,48.57
0,DebtCon,ProfEx,24800,64537,93212,7,1,1,120.35,4,25,34.686
0,DebtCon,Other,24900,46116,77519,9,0,0,120.08,1,19,42.93
0,DebtCon,Other,24900,60778,94374,5,0,0,232.12,1,20,34.925
0,DebtCon,Other,24900,17139,33269,16,3,0,124.2,1,18,26.276
0,DebtCon,Other,24900,134427,169444,7,1,0,202.45,0,19,35.349
0,DebtCon,ProfEx,24900,89530,146815,19,1,0,164.77,1,25,39.346
0,HomeImp,ProfEx,24900,92168,143484,6,0,0,159.58,0,31,34.146
1,HomeImp,Other,24900,62191,83694,3,0,0,55.94,0,14,62.111
0,DebtCon,Other,24900,51155,83000,9,1,1,139.03,3,30,33.7799181760068
0,DebtCon,Other,24900,139241,171296,6,1,0,220.69,0,19,35.592
1,DebtCon,Other,24900,77000,115006,10,0,0,293.23,0,36,33.7799181760068
0,DebtCon,Other,24900,73760.817199559,48291,8.9222681359045,.254569687738005,.449442379182156,94.08,1.18605504587156,12,25.618
1,DebtCon,Mgr,25000,74800,105000,10,0,5,163.3,2,46,33.7799181760068
0,DebtCon,Other,25000,73760.817199559,60685,8.9222681359045,0,0,311.94,0,19,39.422
0,DebtCon,Office,25000,60504,93907,1,0,0,99.99,0,23,33.49
0,DebtCon,ProfEx,25000,95651,148280,21,1,0,154.57,0,24,42.695
1,DebtCon,Other,25000,47032,75957,9,0,7,259.47,3,22,40.788
0,DebtCon,Other,25000,73760.817199559,62619,26,0,0,112.97,0,8,21.264
0,DebtCon,Sales,25000,109000,175000,17,0,0,298.33,1,31,33.7799181760068
0,DebtCon,Office,25000,94000,125000,11,0,1,151.13,0,29,33.7799181760068
0,DebtCon,Other,25000,99348,200000,23,0,0,199.83,0,19,33.7799181760068
0,HomeImp,Other,25000,149000,202500,11,0,0,256.67,2,34,33.7799181760068
0,DebtCon,ProfEx,25000,177000,226000,.4,0,0,305.13,1,33,33.7799181760068
0,HomeImp,ProfEx,25000,136375,236250,29,0,0,354.1,1,19,33.7799181760068
0, ,Office,25000,23900,55700,2.5,0,0,116.63,2,7,33.7799181760068
0,DebtCon,Other,25000,19600,71000,8.9222681359045,2,2,93.33,2,26,33.7799181760068
0,HomeImp,Self,25000,145000,185000,2,0,0,176.5,1,17,33.7799181760068
0,DebtCon,Other,25000,57459,96000,16,0,1,133.77,0,30,33.7799181760068
0,DebtCon,Other,25000,188545,241279,9,0,0,102.5,2,26,33.7799181760068
0,DebtCon,Other,25000,84000,120000,1.5,0,0,188.77,2,25,33.7799181760068
0,DebtCon,Mgr,25000,94000,141750,22,0,0,209,0,13,33.7799181760068
0,DebtCon,Office,25000,77590,108290,10,0,1,396.73,0,45,33.7799181760068
0,DebtCon,ProfEx,25000,126462,207200,10,0,0,239.8,3,27,33.7799181760068
0,DebtCon,ProfEx,25000,89000,122000,0,1,0,193.8,3,38,33.7799181760068
0,HomeImp,Other,25000,199000,236200,8,0,0,133.37,1,42,33.7799181760068
0,DebtCon,ProfEx,25000,140000,183600,12.6,0,1,148.13,0,37,33.7799181760068
0,DebtCon,Other,25000,22800,49523,36,0,0,281.07,1,24,33.7799181760068
0,DebtCon,Mgr,25000,73760.817199559,113000,9,1,0,168.4,0,27,33.7799181760068
0,DebtCon,ProfEx,25000,65000,99000,12,0,0,283.07,1,33,33.7799181760068
0,DebtCon,Other,25000,42632,71000,24,.254569687738005,1,284.93,1,30,33.7799181760068
1,DebtCon,Office,25000,70150,101776.04874145,4,2,.449442379182156,104.53,0,7,33.7799181760068
0,DebtCon,Office,25000,71700,122500,0,0,0,303.4,1,24,33.7799181760068
0,DebtCon,Other,25000,69300,111800,5,0,0,95.37,2,32,33.7799181760068
0,DebtCon,Mgr,25000,127491,178453,1,.254569687738005,.449442379182156,120.4,1.18605504587156,39,33.7799181760068
0,DebtCon,Office,25000,65700,93400,10,0,0,149.17,0,21,33.7799181760068
1,DebtCon,Other,25000,98500,130000,5,0,1,201.83,4,43,33.7799181760068
1,DebtCon,Office,25000,46451,89600,10,1,2,95.37,2,15,33.7799181760068
1,DebtCon,Mgr,25000,71081,112500,3,2,0,87.2,1,27,33.7799181760068
1,DebtCon,Other,25000,73760.817199559,101776.04874145,22,0,2,203.2,0,23,33.7799181760068
1,DebtCon,Other,25000,26743,57000,2,0,0,90.6,3,19,33.7799181760068
1,DebtCon,Other,25000,110048,101776.04874145,1,0,1,126.4,2,24,33.7799181760068
1,DebtCon,Sales,25000,110676,101776.04874145,8,2,0,119.37,0,6,33.7799181760068
1,DebtCon,Other,25000,184000,232760,4,0,4,230.1,2,44,33.7799181760068
1,DebtCon,Other,25000,160000,220000,7,0,6,228.07,2,35,33.7799181760068
1,DebtCon,Mgr,25000,82000,128325,8.9222681359045,0,1,10.13,1.18605504587156,41,33.7799181760068
1,HomeImp,ProfEx,25000,95000,127000,15,1,2,296.2,2,27,33.7799181760068
1,HomeImp,Office,25000,105750,141000,15,1,2,305.37,2,14,33.7799181760068
1,DebtCon,ProfEx,25000,73760.817199559,72970,1.8,4,0,198.8,0,18,33.7799181760068
1,DebtCon,ProfEx,25000,117500,165000,17.5,0,3,239.4,1,27,33.7799181760068
1,DebtCon,Other,25000,123184,200000,12,0,1,160.3,1,32,33.7799181760068
1,DebtCon,Other,25000,90000,128000,10,1,1,73.03,5,40,33.7799181760068
1,DebtCon,ProfEx,25000,73760.817199559,48700,11,0,3,41.57,3,6,33.7799181760068
1,DebtCon,Self,25000,101250,135000,3,0,0,301.3,4,46,33.7799181760068
1,DebtCon,ProfEx,25000,175225,211000,13,1,2,148.13,4,53,33.7799181760068
1,DebtCon,Other,25000,86000,101776.04874145,14,1,0,144.03,2,40,33.7799181760068
1,DebtCon,Sales,25000,59000,34000,10,4,2,125.83,7,23,33.7799181760068
1,HomeImp,ProfEx,25000,106282,167500,14,2,4,198.87,2,28,33.7799181760068
1,DebtCon,Other,25000,68000,101776.04874145,8,.254569687738005,1,134.77,3,33,33.7799181760068
1,DebtCon,Other,25000,191600,231000,8.9222681359045,.254569687738005,3,106.8,1,27,33.7799181760068
1, ,Self,25000,59841,108620,20,0,0,101.47,0,4,33.7799181760068
1,DebtCon,ProfEx,25000,132000,165000,10,0,0,196.83,1,29,33.7799181760068
1,DebtCon,Office,25000,122000,151200,1,1,6,262.33,3,30,33.7799181760068
1,DebtCon,Other,25000,104000,188500,.7,0,11,194.8,1,14,33.7799181760068
1,DebtCon,Mgr,25000,86000,120000,6,2,1,105.53,8,16,33.7799181760068
1,DebtCon,Other,25000,11300,154340,19,1,5,119.67,1,21,33.7799181760068
1,DebtCon,Other,25000,39000,72500,3,0,1,114.67,3,22,33.7799181760068
1,DebtCon,Office,25000,112000,157000,5.5,0,0,63.9,3,9,33.7799181760068
1,DebtCon,Other,25000,103700,172762,4,0,0,179.766275654635,0,0,33.7799181760068
1,DebtCon,Mgr,25000,75110,114208,3,2,0,83.05,1,27,45.744
0,DebtCon,Other,25000,73760.817199559,45764,8.9222681359045,.254569687738005,.449442379182156,107.14,1.18605504587156,12,27.78
0,DebtCon,Mgr,25000,135501,184613,0,.254569687738005,.449442379182156,119.53,1.18605504587156,39,30.659
0,DebtCon,Other,25000,73760.817199559,35000,10,1,.449442379182156,88.93,1.18605504587156,14,33.7799181760068
0,DebtCon,ProfEx,25000,83624,116976,9,0,0,129.55,0,19,29.428
0,DebtCon,Mgr,25000,72077,104294,1,.254569687738005,.449442379182156,232.05,4,24,40.645
0,HomeImp,Other,25000,36108,84365,23,0,0,248.85,0,7,26.027
0,HomeImp, ,25100,85337,104607,6,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,27.95
0,DebtCon,Other,25100,28778,50872,28,0,0,304.2,1.18605504587156,12,31.599
0,HomeImp,Self,25100,147622,187441,3,0,0,170.48,0,16,41.521
0,DebtCon,Mgr,25100,77088,111568,7,0,0,288.01,2,29,32.551
0,DebtCon,Other,25100,21490,71571,8.9222681359045,1,1,101.93,1,25,30.444
0,DebtCon,Other,25100,28244,48375,28,0,0,303.1,1.18605504587156,13,31.689
0,DebtCon,Office,25100,46614,69750,17,0,0,193.25,1,22,33.715
0,DebtCon,Other,25100,73760.817199559,59783,8.9222681359045,0,0,307.75,0,19,39.277
0,DebtCon,Other,25100,65633,100776,15,0,1,141.94,0,29,40.62
0,DebtCon,Office,25100,41314,71357,19,0,0,183.63,1,22,33.666
0,DebtCon,Other,25100,58042,98964,16,0,1,125.8,0,29,38.372
0,DebtCon,Other,25100,26889,47061,28,0,0,318.9,1.18605504587156,13,31.325
0,DebtCon,Office,25100,118559,150172,4,.254569687738005,.449442379182156,279.2,1,37,42.988
0,DebtCon,Other,25100,26211,42517,28,0,0,313.34,1.18605504587156,12,31.295
0,DebtCon,ProfEx,25100,96627,128022,1,0,0,197.63,3,37,35.981
0,DebtCon,ProfEx,25100,66938,92544,8,1,1,135.67,4,26,34.566
0,DebtCon,Other,25100,23269,75668,8.9222681359045,2,1,73.32,2,25,28.166
0,HomeImp,ProfEx,25100,143881,243809,27,0,0,353.99,1,18,39.877
0,DebtCon,Other,25100,73398,115065,5,0,0,88.61,2,31,42.05
0,DebtCon,Other,25100,44639,75412,22,.254569687738005,1,284.91,0,29,39.518
0,DebtCon,Other,25100,24205,54464,25,0,0,116.44,0,11,22.459
0,DebtCon,Other,25100,137489,168216,7,1,0,211.21,1,20,34.768
0,DebtCon,Other,25100,108235,201918,24,0,0,199.49,0,19,23.652
0,DebtCon,Office,25200,94712,127247,8,0,0,166.82,0,30,39.026
0,DebtCon,ProfEx,25200,55283,103324,0,0,0,181.45,0,26,32.924
0,DebtCon,ProfEx,25200,63258,100392,0,0,0,194.7,0,25,35.274
0,DebtCon,Other,25200,22773,72541,8.9222681359045,1,2,92.58,1,26,30.421
0,DebtCon,Other,25200,51789,75569,25,.254569687738005,1,281.93,1,30,40.875
0,DebtCon,Other,25200,26255,50963,24,0,0,302.43,1.18605504587156,12,31.258
0,HomeImp,ProfEx,25200,137054,207511,4,0,0,188.57,0,27,39.964
0,DebtCon,Other,25200,73760.817199559,68083,26,0,0,128.42,0,8,21.055
0,DebtCon,Office,25200,75037,102227,9,0,0,148.73,0,21,37.24
0,DebtCon,Office,25200,73168,93608,9,0,0,151.12,0,21,35.59
0,DebtCon,Office,25200,55823,90658,0,0,0,85.31,0,22,35.571
0,DebtCon,ProfEx,25200,69510,90781,6,0,1,143.83,4,25,35.327
0,DebtCon,Mgr,25200,74038,114722,9,0,1,304,1,28,31.361
0,DebtCon,Other,25300,60084,88898,7,0,0,227.09,0,19,36.444
0,HomeImp,ProfEx,25300,137813,214014,5,0,0,187.19,0,27,38.657
0,HomeImp,ProfEx,25300,139427,245988,28,0,0,366.11,1,18,36.278
0,DebtCon,Office,25300,115226,153900,6,.254569687738005,.449442379182156,303.01,2,36,41.715
0,DebtCon,Office,25300,118744,153552,5,.254569687738005,.449442379182156,307.88,1,35,43.469
0,HomeImp,Other,25300,73760.817199559,33975,23,0,0,79.16,2,14,27.179
0,DebtCon,Other,25300,22361,50688,24,0,0,125.41,0,11,25.181
0,DebtCon,Mgr,25300,122933,157009,3,0,0,280.57,0,24,38.741
0,DebtCon,Mgr,25300,51261,87025,4,0,0,249.84,2,25,31.659
0,DebtCon,Mgr,25300,56393,86612,6,0,0,258.15,1,25,33.194
0,DebtCon,Office,25300,46780,62536,18,0,0,189.14,0,22,30.747
0,DebtCon,ProfEx,25300,62540,101165,0,0,0,195.45,0,25,35.201
1,DebtCon,ProfEx,25400,136322,101776.04874145,2,0,5,303.74,1,27,16.645
0,DebtCon,Mgr,25400,76194,98188,0,.254569687738005,.449442379182156,245.27,5,23,42.138
1,DebtCon,Other,25400,107343,192642,1,0,10,192.67,1,14,35.76
0,DebtCon,Office,25400,61907,87133,0,0,1,81.49,0,22,34.365
0,HomeImp,Other,25400,149364,210724,10,0,0,266.51,1,34,41.618
0,DebtCon,Mgr,25400,82553,107422,9,1,0,305.76,2,29,32.722
0,DebtCon,Other,25400,44800,78000,21,0,0,211.03,1,27,33.7799181760068
0,HomeImp,Other,25400,158111,209649,10,0,0,254.34,1,34,43.137
1,DebtCon,Mgr,25400,83943,129189,8.9222681359045,1,1,5.24,1.18605504587156,41,42.934
0,DebtCon,Other,25400,62906,96327,17,0,0,110.62,1,16,33.761
0,HomeImp,ProfEx,25400,138132,243327,27,0,0,349.94,0,19,37.82
0,DebtCon,ProfEx,25400,69035,108365,13,0,0,281.22,1,33,39.543
0,DebtCon,Other,25400,61771,105880,17,0,1,130.15,0,29,37.195
0,DebtCon,Other,25400,73760.817199559,45369,8.9222681359045,.254569687738005,.449442379182156,87.26,1.18605504587156,12,27.529
0,DebtCon,Mgr,25500,135728,178942,0,.254569687738005,.449442379182156,133.96,1.18605504587156,38,32.426
0,HomeImp,Other,25500,73760.817199559,31777,23,0,0,82.29,3,15,28.079
0,DebtCon,ProfEx,25500,143881,178914,7,0,0,323.02,0,35,37.576
1,DebtCon,Other,25500,63967,87239,6,0,0,179.766275654635,0,0,33.051
0,DebtCon,ProfEx,25500,79689,117577,9,0,0,114.97,0,19,26.485
0,DebtCon,Other,25500,44562,79481,10,0,0,126.28,1,19,40.251
1,DebtCon,Other,25500,25828,44166,8.9222681359045,0,1,187.86,1.18605504587156,17,39.428
0,DebtCon,Other,25500,50847,79738,20,0,0,204.68,0,26,35.86
0,DebtCon,ProfEx,25500,79593,113063,9,0,0,135.74,0,19,28.041
0,DebtCon,Sales,25500,113204,184561,17,1,0,308.96,1,31,34.358
0, ,Office,25500,26603,64347,1,0,0,117.43,1,6,39.258
0,DebtCon,ProfEx,25500,84267,117833,12,0,1,123.76,0,18,27.471
0,HomeImp,Self,25500,235839,267506,5,0,0,240.22,3,51,39.048
0,DebtCon,Mgr,25500,73760.817199559,121708,8,1,0,151.97,0,27,33.16
0,DebtCon,Other,25500,73760.817199559,44707,8.9222681359045,.254569687738005,.449442379182156,95.6,1.18605504587156,12,27.504
0,DebtCon,Other,25500,32458,52329,15,0,0,105.78,2,24,29.866
0,DebtCon,Other,25500,73760.817199559,43031,8.9222681359045,.254569687738005,.449442379182156,89.17,1.18605504587156,13,28.865
0,DebtCon,Office,25500,73083,126995,1,0,0,289.2,1,24,37.316
0,DebtCon,Other,25600,73760.817199559,51974,8.9222681359045,.254569687738005,.449442379182156,100.68,1.18605504587156,13,28.116
0,DebtCon,Other,25600,47936,80600,23,.254569687738005,1,290.48,0,30,37.735
0,HomeImp,Self,25600,241570,264772,4,1,0,260.74,2,50,37.38
0,DebtCon,Other,25600,196689,247025,8,0,0,105.43,1,25,42.67
0,DebtCon,Other,25600,58606,89508,8,1,0,140.71,2,30,41.67
0,DebtCon,Office,25600,78441,128814,2,0,0,310.5,1,24,38.739
0,HomeImp,Self,25600,240092,263958,5,1,0,245.68,2,51,38.974
0,DebtCon,ProfEx,25600,111000,153000,7,0,0,112.63,3,27,33.7799181760068
1,DebtCon,Other,25600,46000,80000,8.9222681359045,0,0,135.9,2,19,33.7799181760068
0,DebtCon,Mgr,25600,76383,103544,0,.254569687738005,.449442379182156,222.24,5,24,42.94
1,DebtCon,Mgr,25600,105480,126389,25,0,2,307.4,2,35,36.764
0, , ,25600,73760.817199559,147598,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,14.462
1,DebtCon,Other,25600,50910,87358,19,2,0,104.41,0,27,42.677
0,HomeImp,ProfEx,25600,144616,211230,7,0,0,199.09,0,27,39.003
1,DebtCon,Other,25600,65030,92453,5,0,0,179.766275654635,0,0,35.029
0,DebtCon,Mgr,25600,77123,103014,1,.254569687738005,.449442379182156,231.79,3,24,43.671
0,HomeImp,ProfEx,25600,140649,212089,4,0,0,187.87,0,29,40.033
0,DebtCon,Other,25600,76102,119391,5,0,0,87.63,1,32,40.93
0,HomeImp,ProfEx,25600,139746,210298,6,0,0,185.11,1,28,38.369
0,DebtCon,Mgr,25700,94295,143788,23,0,0,220.73,0,13,42.358
0,DebtCon,Other,25700,31333,56733,13,0,0,97.09,2,25,30.62
0,DebtCon,Other,25700,32039,54499,15,0,0,114.81,2,24,31.143
0,DebtCon,Other,25700,189995,250814,9,0,0,100.8,1,25,41.006
0,DebtCon,Other,25700,26059,51800,24,0,0,118.03,0,10,23.085
0,DebtCon,Other,25700,50800,85000,23,1,2,184.27,1,20,33.7799181760068
0,DebtCon,Other,25700,197425,242602,8,0,0,102.96,2,26,41.277
0,DebtCon,Other,25700,43881,69954,10,0,0,126.47,0,20,40.769
0,DebtCon,Office,25700,83733,116386,8,0,1,397.87,0,44,41.87
1,DebtCon,Other,25700,32613,63065,0,0,0,218.49,0,22,41.21
0,DebtCon,Other,25700,23047,76575,8.9222681359045,2,1,104.57,2,26,29.297
